1,31551.6446175653
2,31359.80272358409
3,30461.2028158374
4,30237.70406386649
5,30237.70406386649
6,30190.79626527031
7,30041.15013492384
8,29971.12185199267
9,29812.486121216516
10,29261.43737277329
11,29258.489531544677
12,29138.436131118397
13,28916.577669877206
14,28903.80115765897
15,28833.987339483036
16,28833.451012428402
17,28695.16579992624
18,28695.16579992624
19,28695.16579992624
20,28410.256846995915
21,28410.256846995915
22,28265.95157845532
23,28265.95157845532
24,28090.804554581035
25,28090.804554581035
26,28005.082014016054
27,28005.082014016054
28,27971.7963823068
29,27803.3320115
30,27790.252723270616
31,27587.95863775955
32,27426.931614354977
33,27426.931614354977
34,27366.651943557223
35,27366.651943557223
36,27366.651943557223
37,27257.149790191677
38,27257.149790191677
39,27257.149790191677
40,27255.390100182158
41,27162.73994105066
42,27148.88936674643
43,26877.130608522497
44,26877.130608522497
45,26864.197825768097
46,26864.197825768097
47,26864.197825768097
48,26775.49619102522
49,26669.643825358773
50,26497.50085076498
51,26497.50085076498
52,26403.624229135916
53,26403.624229135916
54,26098.29108956183
55,26098.29108956183
56,26014.244079132593
57,26014.244079132593
58,26014.244079132593
59,25848.27591961179
60,25848.27591961179
61,25759.129045688063
62,25759.129045688063
63,25691.65607487471
64,25625.344415487063
65,25625.344415487063
66,25625.344415487063
67,25479.11711194466
68,25479.11711194466
69,25459.107511385264
70,25459.107511385264
71,25329.45419666386
72,25329.45419666386
73,25329.45419666386
74,25203.003489829323
75,25203.003489829323
76,25196.30125300575
77,25009.40566587135
78,25009.40566587135
79,24855.755064342768
80,24847.303656480635
81,24847.303656480635
82,24847.303656480635
83,24682.56109317613
84,24682.56109317613
85,24574.51431030115
86,24574.51431030115
87,24574.51431030115
88,24337.7007930457
89,24337.7007930457
90,24289.411807735672
91,24265.126954777483
92,24185.83937155898
93,24101.885960036318
94,24101.885960036318
95,24101.885960036318
96,24053.783965581606
97,24053.783965581606
98,24053.783965581606
99,24053.783965581606
100,23867.02416508672
101,23867.02416508672
102,23867.02416508672
103,23730.675657081567
104,23730.675657081567
105,23594.5991721885
106,23594.5991721885
107,23356.012601709088
108,23356.012601709088
109,23356.012601709088
110,23310.295681188225
111,23310.295681188225
112,23250.51310468462
113,23250.51310468462
114,23250.51310468462
115,23182.44616099415
116,23063.62394753107
117,23063.62394753107
118,23015.27463732423
119,22983.613453060974
120,22982.130629173058
121,22982.130629173058
122,22982.130629173058
123,22982.130629173058
124,22982.130629173058
125,22982.130629173058
126,22810.60393432315
127,22810.60393432315
128,22713.747183706746
129,22713.747183706746
130,22713.747183706746
131,22695.852206154308
132,22695.852206154308
133,22642.1564602706
134,22642.1564602706
135,22639.32065004826
136,22639.32065004826
137,22445.61522364709
138,22445.61522364709
139,22445.61522364709
140,22390.514987752493
141,22390.514987752493
142,22328.116853895506
143,22249.32794621663
144,22249.32794621663
145,22249.32794621663
146,22200.15173420512
147,22200.15173420512
148,22200.15173420512
149,22200.15173420512
150,22200.15173420512
151,22200.15173420512
152,22080.668509633044
153,22080.668509633044
154,22057.14682130812
155,22057.14682130812
156,21936.88237942194
157,21936.88237942194
158,21936.88237942194
159,21936.88237942194
160,21859.412053611864
161,21853.02172650554
162,21853.02172650554
163,21776.029343257895
164,21776.029343257895
165,21750.54993233071
166,21750.54993233071
167,21714.33105842934
168,21614.04272858326
169,21479.39065356023
170,21479.39065356023
171,21456.02819597712
172,21450.812207622523
173,21450.812207622523
174,21450.812207622523
175,21163.403916435167
176,21163.403916435167
177,21163.403916435167
178,21163.403916435167
179,21089.668470595676
180,21052.71076275167
181,21052.71076275167
182,21052.71076275167
183,21010.225593973224
184,21010.225593973224
185,21010.225593973224
186,20990.687477006533
187,20990.687477006533
188,20990.687477006533
189,20879.83667612142
190,20851.191597685443
191,20827.852442977863
192,20827.852442977863
193,20827.852442977863
194,20827.852442977863
195,20814.139795919804
196,20751.87238626149
197,20751.87238626149
198,20728.813166423064
199,20728.813166423064
200,20620.971095800676
201,20620.971095800676
202,20620.971095800676
203,20620.971095800676
204,20616.421818080355
205,20616.421818080355
206,20598.692120614407
207,20587.396133001464
208,20572.099631022156
209,20474.285161397227
210,20474.285161397227
211,20474.285161397227
212,20239.374792710503
213,20239.374792710503
214,20239.374792710503
215,20145.344843916006
216,20145.344843916006
217,20069.174899728605
218,20069.174899728605
219,19980.06408781579
220,19944.87490569026
221,19944.87490569026
222,19935.632842228024
223,19857.017685949777
224,19857.017685949777
225,19857.017685949777
226,19857.017685949777
227,19857.017685949777
228,19704.138017695383
229,19704.138017695383
230,19704.138017695383
231,19670.874967654916
232,19597.9646253802
233,19596.701575339725
234,19596.701575339725
235,19596.701575339725
236,19596.701575339725
237,19596.701575339725
238,19596.701575339725
239,19553.323179019248
240,19553.323179019248
241,19553.323179019248
242,19553.323179019248
243,19520.88708429463
244,19520.88708429463
245,19472.00986623018
246,19472.00986623018
247,19472.00986623018
248,19401.65869890964
249,19353.153550854495
250,19245.66467577517
